id,agency,date,title,category,hazard,remedy,url
26-264,CPSC,2026-02-26,Sanven Technology Recalls Vevor Baby Gates Due to Risk of Serious Injury from Entrapment Hazard; Violates Mandatory Standard for Gates and Enclosures,Kids Furniture & Storage,"The recalled gates violate the mandatory standard for gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, posing a risk of serious injury due to entrapment.",Consumers should stop using the recalled gates immediately and contact Sanven Technology for a full refund. Consumers should destroy the gate by cutting through the mesh and send a photo of the destroyed gate to recalling@vevor.com.,https://www.cpsc.gov/Recalls/2026/Sanven-Technology-Recalls-Vevor-Baby-Gates-Due-to-Risk-of-Serious-Injury-from-Entrapment-Hazard-Violates-Mandatory-Standard-for-Gates-and-Enclosures
26-288,CPSC,2026-02-26,Trankerloop Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning; Violates Mandatory Standard for Infant Bath Seats,Bath & Potty,"The recalled bath seats violate the mandatory standard for bath seats because they are unstable and can tip over while in use, posing a risk of serious injury or death due to drowning.",Consumers should immediately stop using the recalled bath seats and contact Trankerloop for a full refund.,https://www.cpsc.gov/Recalls/2026/Trankerloop-Baby-Bath-Seats-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-to-Children-from-Drowning-Violates-Mandatory-Standard-for-Infant-Bath-Seats
26-289,CPSC,2026-02-26,Magnetic Chess Games Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by Kaiwenshangpin,Toys & Games,"The recalled magnetic chess games violate the standard for toys because they contain loose magnets posing an ingestion hazard to children. When high-powered magnets are swallowed, the ingested magnets can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should stop using the recalled magnetic chess games immediately, take them away from children, and dispose of them. To receive a full refund, consumers will be asked to email a photo of the disposal to Kaiwenshangpinrecall@outlook.com.",https://www.cpsc.gov/Recalls/2026/Magnetic-Chess-Games-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Kaiwenshangpin
26-290,CPSC,2026-02-26,Bicystar High Chairs Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violates Mandatory Standard for High Chairs,Feeding & High Chairs,"The high chairs violate the mandatory standard for chairs because they were sold without the required attached crotch restraint, posing a deadly fall hazard for children.",Consumers should immediately stop using the recalled high chairs and contact Bicystar Store for a full refund.,https://www.cpsc.gov/Recalls/2026/Bicystar-High-Chairs-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-and-Entrapment-Hazards-Violates-Mandatory-Standard-for-High-Chairs
26-291,CPSC,2026-02-26,Grtard Magnetic Stick Figure Toy Sets Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The magnetic stick figure toy sets violate mandatory standard for toys because they contain loose magnets, posing an ingestion hazard to children. When high-powered magnets are swallowed, the ingested magnets can attract each other, or other metal objects, and become lodged in the digestive system.",Consumers should immediately stop using the recalled magnetic stick figures and take them away from children. Contact Grtard for information on how to receive a full refund. Consumers will be asked to email a photo of the disposed product to Grtardrecall@outlook.com.,https://www.cpsc.gov/Recalls/2026/Grtard-Magnetic-Stick-Figure-Toy-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys
26-296,CPSC,2026-02-26,TheKiddoSpace Recalls Children’s Flashcard Talking Toys Due to Risk of Injury from Lead and Phthalate Exposure; Violates Federal Lead Content and Phthalates Bans and Standard for Toys,Toys & Games,The recalled children’s flashcard toy sets contain levels of lead that exceed the federal lead content ban and levels of phthalates that exceed the federal phthalates ban. Lead and phthalates are toxic if ingested by young children and can cause adverse health issues.,"Consumers should stop using the recalled toys immediately, take them away from children and contact TheKiddoSpace for a free replacement toy or free USB cable, including shipping.",https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Flashcard-Talking-Toys-Due-to-Risk-of-Injury-from-Lead-and-Phthalate-Exposure-Violates-Federal-Lead-Content-and-Phthalates-Bans-and-Standard-for-Toys
26-297,CPSC,2026-02-26,TheKiddoSpace Recalls Children’s Montessori Egg Puzzle Toys Due to Risk of Serious Injury or Death from Choking Hazard,Toys & Games,"The recalled toys are intended for children under three years of age and the eggs can block a child’s airway, posing a risk of choking and death to children.","Consumers should stop using the recalled toys immediately, take them away from children and contact TheKiddoSpace for a full refund. Consumers will be asked to write “RECALLED” in permanent marker on the toy and send a photo of the marked toy to info@thekiddospace.com.",https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Montessori-Egg-Puzzle-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard
26-298,CPSC,2026-02-26,TheKiddoSpace Recalls LED Soccer Hover Balls Due to Serious Risk of Injury from Burn Hazard; Violates Mandatory Standard for Toys,Toys & Games,"The surface temperature of the recalled toys’ batteries exceeds the allowable limit, which violates the for toys, posing a risk of burn injuries.","Consumers should stop using the recalled balls immediately, take them away from children and contact The KiddoSpace to receive a free replacement LED soccer hover ball, including shipping.",https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-LED-Soccer-Hover-Balls-Due-to-Serious-Risk-of-Injury-from-Burn-Hazard-Violates-Mandatory-Standard-for-Toys
26-299,CPSC,2026-02-26,TheKiddoSpace Recalls Peg Doll Children’s Toys Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban,Toys & Games,"The recalled toys are intended for children under three years old and the toy’s peg dolls can block a child’s airway, which violate the parts ban, posing a risk of choking and death to children.","Consumers should stop using the recalled toys immediately, take them away from children and contact TheKiddoSpace for a full refund. Consumers will be asked to write “RECALLED” in permanent marker on the pieces and send a photo of the marked toys to info@thekiddospace.com.",https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Peg-Doll-Childrens-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban
26-300,CPSC,2026-02-26,TheKiddoSpace Recalls Children’s Christmas Tree Play Sets Due to Risk of Injury from Lead Exposure; Violates Federal Lead Content Ban and Mandatory Standard for Toys,Toys & Games,The zipper pull on the music box compartment of the recalled Christmas Tree Toys contain levels of lead that exceed the federal content ban. Lead is toxic if ingested by young children and can cause adverse health issues.,"Consumers should stop using the recalled play sets immediately, take them away from children, and contact TheKiddoSpace for a free replacement toy of at least equal value to the purchase price of the recalled play set, including free shipping.",https://www.cpsc.gov/Recalls/2026/TheKiddoSpace-Recalls-Childrens-Christmas-Tree-Play-Sets-Due-to-Risk-of-Injury-from-Lead-Exposure-Violates-Federal-Lead-Content-Ban-and-Mandatory-Standard-for-Toys
26-302,CPSC,2026-02-26,Zelbuck Children’s Chess Games Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys; Sold on Amazon by n b plus,Toys & Games,"The recalled children’s chess games violate the standard for toys because they contain loose magnets posing an ingestion hazard to children. When high-powered magnets are swallowed, they can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should stop using the recalled games immediately, take them away from children and contact n b plus for a full refund. Consumers will be asked to write “RECALLED” in permanent marker on the games and send a photo of the marked games to zelbuckrecall@sina.com.",https://www.cpsc.gov/Recalls/2026/Zelbuck-Childrens-Chess-Games-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-n-b-plus
26-303,CPSC,2026-02-26,Joyreal Busy Board Children’s Toys Recalled Due to Risk of Serious Injury or Death from Choking and Laceration Hazards; Violate Small Parts Ban and Mandatory Standard for Toys; Sold on Amazon by Indream Store,Toys & Games,"The recalled children’s toys violate the parts ban because the small mirror can detach from the toy, posing a deadly choking hazard. In addition, the toys violate the mandatory for toys because the toy’s mirror has sharp edges, posing a laceration hazard.","Consumers should stop using the recalled toys immediately, take them away from children and contact Indream Store for a full refund.",https://www.cpsc.gov/Recalls/2026/Joyreal-Busy-Board-Childrens-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-and-Laceration-Hazards-Violate-Small-Parts-Ban-and-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Indream-Store
26-307,CPSC,2026-02-26,Babysense Max View Baby Monitors Recalled Due to Fire Hazard; Manufactured by Hisense Ltd. of Israel,Baby Electronics & Monitors,"The display or “parent” unit of the Max View baby monitors can overheat and/or spark when charging, posing a fire hazard to consumers.",Consumers should stop using the display unit of the Max View baby monitors immediately and contact Hisense for a free replacement display unit that does not pose a fire hazard.,https://www.cpsc.gov/Recalls/2026/Babysense-Max-View-Baby-Monitors-Recalled-Due-to-Fire-Hazard-Manufactured-by-Hisense
26C002000,NHTSA,2026-02-25,"Evenflo Company, Inc. Recalls Child Restraints: Incorrect Information in Spanish Language Manual/FMVSS 213",Car Seats,"Incorrect information in the manual may result in an improperly restrained child, increasing the risk of injury in a crash.","Evenflo will mail owners a corrected Spanish language manual, free of charge. Owner notification letters were mailed April 21, 2026. Owners may contact Evenflo customer service at 1-800-233-5921.",https://www.nhtsa.gov/recalls?nhtsaId=26C002000
26-287,CPSC,2026-02-24,Magnetic Chess Games Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys; Sold on Amazon by Yiruikeji2024,Toys & Games,"The recalled magnetic chess games violate the standard for toys because they contain loose magnets posing an ingestion hazard to children. When high-powered magnets are swallowed, the ingested magnets can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should immediately stop using the recalled magnetic chess games, take them away from children and contact Yiruikeji2024 for a full refund. Consumers will be asked to send a photo of the disposed product to yirui2024@yeah.net.",https://www.cpsc.gov/Recalls/2026/Magnetic-Chess-Games-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Yiruikeji2024
26-272,CPSC,2026-02-19,Huaker Magnetic Balls and Rods Sets Recalled Due to Risk of Serious Injury or Death from Choking; Violates the Small Ball Ban,Toys & Games,"The recalled magnet toy building sets violate the mandatory standard for toys because they contain small balls and are intended for children under three years of age, posing a deadly choking hazard.","Consumers should stop using the recalled magnetic balls and rods sets immediately, take them away from children and contact Huaker to receive a full refund. Consumers will be asked to throw the magnetic toy sets away and email a photo of the disposed product to Huaker-magnetic-balls@outlook.com.",https://www.cpsc.gov/Recalls/2026/Huaker-Magnetic-Balls-and-Rods-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violates-the-Small-Ball-Ban
26-277,CPSC,2026-02-19,SAMIT Youth Multi-Purpose Helmets Recalled Due to Risk of Serious Injury or Death from Head Injury; Violates Mandatory Standard for Bicycle Helmets; Sold on Amazon by SAMIT Outdoor,"Bikes, Scooters & Ride-ons","The recalled helmets violate the mandatory safety standard for helmets because the helmets do not comply with the positional stability and certification requirements. The helmets can fail to protect the user in the event of a crash, posing a serious risk of injury or death due to head injury.",Consumers should immediately stop using the recalled helmets and contact Samit Outdoor for a full refund. Consumers should destroy the recalled helmet by cutting the straps off. Consumers can upload photos of the helmet with the straps cut off to usjialebei@foxmail.com to obtain a refund.,https://www.cpsc.gov/Recalls/2026/SAMIT-Youth-Multi-Purpose-Helmets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Head-Injury-Violates-Mandatory-Standard-for-Bicycle-Helmets-Sold-on-Amazon-by-SAMIT-Outdoor
26-265,CPSC,2026-02-12,Surveying Accessories Cheaper Recalls Board Games Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The recalled board games violate the mandatory standard for toys because the magnetic game pieces contain loose high-powered magnets, posing an ingestion hazard to children.",Consumers should immediately stop using the recalled magnetic board games and take them away from children. Consumers should contact Surveying Accessories Cheaper for a pre-paid shipping label to return the board games for a full refund in the form of the original form of payment or check.,https://www.cpsc.gov/Recalls/2026/Surveying-Accessories-Cheaper-Recalls-Board-Games-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys
26-266,CPSC,2026-02-12,CheerKid Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning; Violates Mandatory Standard for Infant Bath Seats; Sold on Amazon by Babibaby and Woot,Bath & Potty,"The recalled bath seats violate the mandatory standard for bath seats because they are unstable and can tip over while in use, posing a risk of serious injury or death due to drowning.",Consumers should immediately stop using the recalled bath seats and contact Babibaby for a full refund.,https://www.cpsc.gov/Recalls/2026/CheerKid-Baby-Bath-Seats-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-to-Children-from-Drowning-Violates-Mandatory-Standard-for-Infant-Bath-Seats-Sold-on-Amazon-by-Babibaby-and-Woot
26-240,CPSC,2026-02-05,Lola Plus The Boys Recalls Youth Clothing with Drawstrings Due to Risk of Serious Injury or Death from Strangulation Hazard; Violates Federal Rule for Children’s Upper Outerwear,Children's Clothing & Accessories,The drawstrings in the recalled clothing can get caught on objects and cause death or serious injury to children due to the strangulation hazard. The clothes are in violation of the federal rule for children’s upper outerwear and present a substantial product hazard.,"Consumers should immediately take the recalled clothing away from children, remove the drawstrings to eliminate the hazard and contact Lola Plus The Boys for a full refund.",https://www.cpsc.gov/Recalls/2026/Lola-Plus-The-Boys-Recalls-Youth-Clothing-with-Drawstrings-Due-to-Risk-of-Serious-Injury-or-Death-from-Strangulation-Hazard-Violates-Federal-Rule-for-Childrens-Upper-Outerwear
26-254,CPSC,2026-02-05,Cobelae Busy Books Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violates Small Parts Ban; Sold on Amazon by Flyindream,Toys & Games,"The toy books violate the small parts ban because the beads can loosen and detach from the product, posing a deadly choking hazard.","Consumers should immediately stop using the recalled busy book and contact Flyindream to receive a free replacement book. Consumers should write “RECALLED” on the front of the book with permanent marker, throw the product away, and send a photo of the disposed product to cobelaeservice@outlook.com.",https://www.cpsc.gov/Recalls/2026/Cobelae-Busy-Books-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violates-Small-Parts-Ban-Sold-on-Amazon-by-Flyindream
H-0544-2026,FDA,2026-02-05,"IF Holding II, LLC Recalls tippy toes apple pear banana 6 months & up baby food 2-4OZ (113g) PACKS NET WT 8 OZ (226g) DISTRIBUTED BY TOPCO ASSOCIATES LLC ELK GROVE VILLAGE, IL 60007 1-888…",Feeding & High Chairs,Potential contamination with patulin.,FDA Class II enforcement recall; status: ongoing.,https://www.accessdata.fda.gov/scripts/ires/index.cfm?Event=98337
26-219,CPSC,2026-01-29,AiTuiTui Pull String Teething Toys Recalled Due to Risk of Serious Injury or Death from Choking; Violate Mandatory Standard for Toys; Sold on Amazon by Vanfun,Feeding & High Chairs,"The recalled teething toys violate the mandatory standard for toys because the silicone strings are smaller than permitted. The silicone strings can reach the back of the throat and become lodged, posing a risk of respiratory distress, serious choking hazard, and death.",Consumers should stop using the teething toy immediately and contact Vanfun for full refund remedy.,https://www.cpsc.gov/Recalls/2026/AiTuiTui-Pull-String-Teething-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Vanfun
26-226,CPSC,2026-01-29,Hobby Lobby Recalls Giraffe and Llama Plush Toys with Clips Due to Choking Hazard,Toys & Games,"The legs of the plush toy can detach from the body allowing the release of small beads that are on the legs, posing a choking hazard to young children.",Consumers should immediately stop using the Giraffe Plush Toy with clip and the Llama Plush Toy with clip and return to the nearest Hobby Lobby Store for a full refund.,https://www.cpsc.gov/Recalls/2026/Hobby-Lobby-Recalls-Giraffe-and-Llama-Plush-Toys-with-Clips-Due-to-Choking-Hazard
26-204,CPSC,2026-01-22,Yetonamr Pull String Teething Toys Recalled Due to Risk of Serious Injury or Death from Choking; Violate Mandatory Standard for Toys; Sold on Amazon by Longyanguiheng,Feeding & High Chairs,"The recalled teething toys violate the mandatory standard for toys because the silicone strings are smaller than permitted. The silicone strings can reach the back of the throat and become lodged, posing a risk of respiratory distress, serious choking hazard and death.","Consumers should stop using the teething toy immediately, take it away from children and contact Longyanguiheng to receive a full refund.",https://www.cpsc.gov/Recalls/2026/Yetonamr-Pull-String-Teething-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Longyanguiheng
26-205,CPSC,2026-01-22,Gagaku Children’s Ice Cream Toy Playsets Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion Hazard; Violate Mandatory Standard for Toys; Sold on Amazon by Brandworl.USA,Toys & Games,"The recalled toys violate the mandatory standard for toys because they contain high-powered magnets which can loosen and detach, posing an ingestion hazard to children.","Consumers should immediately stop using the recalled toys, take them away from children and contact Brandworl.USA for a full refund. Consumers should destroy the toy by writing “RECALLED” with permanent marker on each piece of the toy and send a photo of the destroyed toy to Brandworl@gmail.com.",https://www.cpsc.gov/Recalls/2026/Gagaku-Childrens-Ice-Cream-Toy-Playsets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Hazard-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Brandworl-USA
26-207,CPSC,2026-01-22,Based Online Fidget Magnet Ball Toys Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys,Toys & Games,"The magnet ball toys violate the mandatory standard for toys because they are loose high-powered magnets, posing an ingestion hazard to children. When high-powered magnets are swallowed, they can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should stop using the recalled magnet ball toys immediately, take them away from children and contact Based Online to receive a full refund. Consumers should throw the magnet ball toys away and email photo of the disposal to Based Online at recall@mail.goclimber.cn.",https://www.cpsc.gov/Recalls/2026/Based-Online-Fidget-Magnet-Ball-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys
26-208,CPSC,2026-01-22,Vndueey Magnetic Men Toy Sets Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The recalled magnetic stick figure toy sets violate the mandatory standard for toys because the sets contain loose magnets, posing an ingestion hazard to children.","Consumers should immediately stop using the recalled magnetic toy sets, keep them away from children and contact Vndueey for a full refund. Consumers will be asked to cut all the magnetic stick figures in half and send a photo of the destroyed toy set to vndueeyrecall@outlook.com.",https://www.cpsc.gov/Recalls/2026/Vndueey-Magnetic-Men-Toy-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys
26-215,CPSC,2026-01-22,Mikario Trading Convertible Baby Gyms Recalled Due to Risk of Serious Injury or Death from Suffocation; Violate Mandatory Standard for Infant Support Cushions; Sold on TikTok Shop,Toys & Games,"The recalled baby gyms violate the mandatory safety standard for support cushions because the floor mats can obstruct an infant’s breathing, posing a serious risk of injury or deadly suffocation hazard.","Consumers should immediately stop using the baby gyms and contact Mikario Trading for a full refund. Consumers should remove the toy bar, cut the cushion in half and send a photo of the destroyed gyms to mikariorecall@gmail.com.",https://www.cpsc.gov/Recalls/2026/Mikario-Trading-Convertible-Baby-Gyms-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-Violate-Mandatory-Standard-for-Infant-Support-Cushions-Sold-on-TikTok-Shop
26C001000,NHTSA,2026-01-20,"Evenflo Company, Inc. Recalls Child Restraints: Child Seat Missing Tether Strap",Car Seats,"A child seat with a missing tether strap may not adequately protect a child in a crash, increasing the risk of injury.","Evenflo will advise owners to inspect their child seat for a tether strap, and Evenflo will mail owners a tether strap with installation instructions, as necessary, free of charge. Owner notification letters were mailed March 13, 2026. Owners may contact Evenflo customer service at 1-800-233-5921.",https://www.nhtsa.gov/recalls?nhtsaId=26C001000
26-185,CPSC,2026-01-15,BBWOO Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violate Mandatory Standard for Infant Sleep Products; Sold on Amazon by LSY Direct,Cribs & Sleep,"The recalled baby loungers violate the mandatory safety standard for Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants.","Consumers should immediately stop using the recalled baby loungers and contact LSY Direct for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam, and pad in half.",https://www.cpsc.gov/Recalls/2026/BBWOO-Baby-Loungers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Fall-Hazards-Violate-Mandatory-Standard-for-Infant-Sleep-Products-Sold-on-Amazon-by-LSY-Direct
26-191,CPSC,2026-01-15,Yixing Trading Recalls KEAWIS Crib Mattresses Due to Risk of Serious Injury or Death from Entrapment and Suffocation; Violates Mandatory Standard for Crib Mattresses,Cribs & Sleep,"The aftermarket mattresses violate the mandatory standard for crib mattresses, as the mattresses may not adequately fit certain play yards or non-full-sized cribs, which could create gaps posing a deadly entrapment hazard.",Consumers should stop using the crib mattresses immediately and contact Yixing Trading for a full refund.,https://www.cpsc.gov/Recalls/2026/Yixing-Trading-Recalls-KEAWIS-Crib-Mattresses-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Suffocation-Violates-Mandatory-Standard-for-Crib-Mattresses
26-195,CPSC,2026-01-15,Greatale Recalls Self-Feeding Pillows Due to Risk of Serious Injury or Death from Aspiration and Suffocation,Feeding & High Chairs,"The recalled self-feeding pillows hold the bottle at an unsafe angle while keeping it fixed in place so the infant cannot pull away. This can lead to aspiration of milk or formula, posing a risk of suffocation.",Consumers should immediately stop using the recalled self-feeding pillows and contact Greatale for a full refund.,https://www.cpsc.gov/Recalls/2026/Greatale-Recalls-Self-Feeding-Pillows-Due-to-Risk-of-Serious-Injury-or-Death-from-Aspiration-and-Suffocation
26-168,CPSC,2026-01-08,Infant Innovations Recalls BabyBond Retractable Safety Gates Due to Risk of Serious Injury or Death to Children from Entrapment; Violates Mandatory Standard for Gates and Enclosures,Kids Furniture & Storage,"The recalled gates violate the mandatory standard for gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, becoming entrapped, posing a risk of serious injury or death.",Consumers should immediately stop using the recalled gates and contact Infant Innovations at elsie@BabyBond-global.com for instructions to return the gates to any Target store for a full refund.,https://www.cpsc.gov/Recalls/2026/Infant-Innovations-Recalls-BabyBond-Retractable-Safety-Gates-Due-to-Risk-of-Serious-Injury-or-Death-to-Children-from-Entrapment-Violates-Mandatory-Standard-for-Gates-and-Enclosures
26-169,CPSC,2026-01-08,The Kalencom Corporation Recalls SARO Braided Crib Bumpers Due to Risk of Serious Injury or Death from Suffocation; Violates Federal Crib Bumper Ban,Cribs & Sleep,"The recalled padded crib bumpers violate the federal ban on crib bumpers because they can obstruct an infant’s breathing, posing a risk of serious injury or death, due to suffocation. This creates an unsafe sleeping environment for infants.","Consumers should stop using the crib bumpers immediately and request a full refund in one of the following ways:For SARO Braided Crib Bumpers purchased in store at MacroBaby in Orlando, Florida, consumers should return the item to the store for a refund.",https://www.cpsc.gov/Recalls/2026/The-Kalencom-Corporation-Recalls-SARO-Braided-Crib-Bumpers-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-Violates-Federal-Crib-Bumper-Ban
26-171,CPSC,2026-01-08,NFSVLB Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Children from Drowning and Entrapment; Violate Mandatory Standard for Infant Bath Seats; Sold on Amazon by NFSVLB,Bath & Potty,"The recalled bath seats violate the mandatory standard for infant bath seats because they are unstable and can tip over while in use, and have leg openings that allow the child to slip down until the child's torso can become entrapped, posing a risk of serious injury or death due to drowning and ent…",Consumers should immediately stop using the recalled bath seats and contact NFSVLB to request a full refund.,https://www.cpsc.gov/Recalls/2026/NFSVLB-Baby-Bath-Seats-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-to-Children-from-Drowning-and-Entrapment-Violate-Mandatory-Standard-for-Infant-Bath-Seats-Sold-on-Amazon-by-NFSVLB
26-176,CPSC,2026-01-08,Pounding Toys Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion Hazard; Violate Mandatory Standard for Toys; Sold on Amazon by Findriver and Weeksome,Toys & Games,"The recalled pounding toys violate the mandatory standard for toys because they contain high-powered magnets, which can detach, posing an ingestion hazard to children.",Consumers should immediately stop using the recalled pounding toys and contact Findriver to receive a full refund.,https://www.cpsc.gov/Recalls/2026/Pounding-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Hazard-Violate-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Findriver-and-Weeksome
26-178,CPSC,2026-01-08,Kori Gey Water Toy Kits Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by Qaniy,Toys & Games,"The recalled toy kits violate the mandatory standard for toys containing button cell batteries because the compartment that holds the batteries can be easily accessed and opened by children, posing a deadly ingestion hazard to children.","Consumers should immediately stop using the recalled toy’s light up luminous gasket (a LED light containing a button cell battery), take it away from children, and remove and properly dispose of the battery. Contact Qaniy for a full refund.",https://www.cpsc.gov/Recalls/2026/Kori-Gey-Water-Toy-Kits-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Qaniy
26-181,CPSC,2026-01-08,Joyful Journeys Recalls Baby Loungers Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products,Cribs & Sleep,"The recalled baby loungers violate the mandatory safety standard for Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants.","Consumers should immediately stop using the recalled baby loungers and contact Joyful Journeys for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam, and pad in half.",https://www.cpsc.gov/Recalls/2026/Joyful-Journeys-Recalls-Baby-Loungers-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Fall-Hazards-Violates-Mandatory-Standard-for-Infant-Sleep-Products
25C011000,NHTSA,2025-12-24,"Evenflo Company, Inc. Recalls Child Restraints: Recline Position May Shift/FMVSS 213",Car Seats,"A child seat that does not maintain proper recline position may not adequately secure a child in a crash, increasing the risk of injury. Additionally, should another passenger put their hand in the recline mechanism when it shifts out of position, their risk of injury is increased.","Evenflo will replace the child seat, free of charge. Owner notification letters were mailed beginning February 18, 2026. Owners may contact Evenflo customer service at 1-800-233-5921.",https://www.nhtsa.gov/recalls?nhtsaId=25C011000
26-164,CPSC,2025-12-18,Meaicezli Play Purse Sets Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by Angeer-US,Toys & Games,The children’s toy violates the mandatory standard for because the toy cell phone contains button cell batteries and the toy tablet contains a lithium coin battery that can be easily accessed by children.,"Consumers should stop using the toy purse set immediately, take the toy cell phone and writing tablet away from children and contact Angeer-US for a full refund.",https://www.cpsc.gov/Recalls/2026/Meaicezli-Play-Purse-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Angeer-US
